norm_url,site,title,matched_candidates,page_age,snippet
clien.net/service/board/park/16582753,clien.net,토스카드와서 스티커도 붙여봤네요^^ : 클리앙,토스 트래블카드,,"지금 방금 받아서 스티커로 꾸며봤습니다. 러브, 머니, 플렉스 !! 남자는 역시 블랙이죠!!"
clien.net/service/board/park/16590816,clien.net,토스 체크카드 해외결제는 건당 0.5달러 수수료 붙네요 : 클리앙,토스 트래블카드,2021-10-14T00:00:00,해외결제 가맹점 상관없이 3% 캐쉬백이 된다고 해서 알리에서 써볼까 했는데 자세히 살펴보니 국제브랜드 수수료 1%에 건당 0.5달러 수수료가 붙네요. 해외 이용 시(해외사이트 포함) 미화(USD) 기준 거래금액에 국제브랜드사(MasterCard)가 부과하는 국제브랜드 수수료(이용금액의 1%)와 토스뱅크가 부과하는 해외서비스수수료(건당 US$0.5)를 포함하여 원화로 출금돼요.
clien.net/service/board/park/16603008,clien.net,토스뱅크 레몬블루카드입니다. : 클리앙,토스 트래블카드,,아침에 2차백신 맞으러가기 직전에 받았습니다. 그래서 스타벅스도 가고 맘스터치도 갔습니다. 혜택 사라지기 전까지 잘 써야겠어요!
clien.net/service/board/park/16629211,clien.net,토스 카드를 발급 받고 가장 좋은 점은… : 클리앙,토스 트래블카드,2021-10-26T00:00:00,GS는 비자 컨택리스만 지원해서 그렇습니다 ㅠㅠ 마스터카드인 토스체크론 컨택리스가 ㅠㅜ
clien.net/service/board/park/16725680,clien.net,트레블월렛 같은 체크카드로 아마존 할인 받을때 조심하셔야 할거 같은데요. : 클리앙,트래블월렛,2021-11-27T00:00:00,간만에 블프에 아마존에 주문할게 있어서 주문중이었는데. 트레블월렛 10% 할인이 있길래 처음 사용해보았습니다. 원래 결제금액 만큼 충전후 결제했는데 잘 진행되고 실제 승인 메시지도 10% 할인금액으로 나오더군요.
clien.net/service/board/park/17644859,clien.net,나는 솔로 보시는 분 계신가요? : 클리앙,신한 SOL트래블,2022-10-19T00:00:00,예전에 4기 때 알게되서 열혈 시청자가 되었네요. 본방 놓친 적이 없을정도. 이 pd가 예전 sbs짝 연출했다고 해서 예전 짝도 다시 찾아보고 있어요. 전 연애 예능 다른건 전혀 안 보는데 이상하게 이 pd가 만든 프로그램은 ...
clien.net/service/board/park/17798046,clien.net,토스신용카드의 교통카드 기능이 사망했습니다 ㅠ : 클리앙,토스 트래블카드,2022-12-21T00:00:00,"어제 퇴근할 때 지하철 탈 때는 잘 찍히더니, 하차할 때는 안 찍히더라고요. 역무원한테 하차처리 해달라고해도 안 찍히기고요. 혹시나 싶어서 오늘 출근할 때 다시 찍어보니 역시나 안되네요... 재발급 받아서 자동결제 ..."
clien.net/service/board/park/17823709,clien.net,토스 알람 보셨나영.? : 클리앙,토스 트래블카드,,커뮤니티 커뮤니티전체 C 모두의광장 F 모두의공원 I 사진게시판 Q 아무거나질문 D 정보와자료 N 새로운소식 T 유용한사이트 P 자료실 E 강좌/사용기 L 팁과강좌 U 사용기 · 체험단사용기 W 사고팔고 J 알뜰구매 S 회원중고장터 ...
clien.net/service/board/park/18051727,clien.net,트레블월렛 후기 : 클리앙,트래블월렛,,<strong>트래블월렛</strong> 믿고 환전 따로 안해가는지라 혹시나 문제생길까봐 해외갈때 300달러정도는 항상 비상금으로 가지고 다닙니다.
clien.net/service/board/park/18055427,clien.net,토스 u+ 다이렉트 요금제 좋네요ㄷㄷ : 클리앙,토스 트래블카드,,"약정없이 1년동안 2만원 할인해서 39,000원에 이용가능 5G 속도제어 없이 완전 무제한 (테더링 별도 15g) 통화 문자 무제한 기존에 kt lte 쓰고 있다가 알뜰통신사도 아닌데 가격이 꽤 괞찮아서 오늘까지만 신청가능해서 엄청 ..."
clien.net/service/board/park/18206466,clien.net,여행가면 트레블 월렛 나름 쏠쏠합니다. : 클리앙,트래블월렛;하나 트래블로그,2023-07-25T00:00:00,트래블로그 들고 괌갔는데 모자라서 더 충전할라는데 네트워크 너무 느려서 앱에 접속이 안됐던 경험이 있네요. 귀국하자마자 <strong>트래블월렛</strong> 발급했습니다
clien.net/service/board/park/18397749,clien.net,해외 여행갈때 비자/마스터 신용카드 하나 들고 가려고요. : 클리앙,하나 트래블로그,,실제로 해외 사용해보니 트래블월렛.트래블로그등 선불충전식카드랑 비자.마스터카드랑 수수로차이 대락 3-4프로 정도 차이나더라구요.
clien.net/service/board/park/18444267,clien.net,요즘은 트래블월렛같은 카드가 많아졌군요.. : 클리앙,토스 트래블카드;트래블월렛;하나 트래블로그,2023-11-27T00:00:00,지난주 태국가서 트러블 월렛과 토스 gln 사용했는데 많이 편하더라고요~ bluedevils · 입력 · LINK #145565141 · IP 175.♡.125.251 · 23-11-27 2023-11-27 16:10:37 · 대댓글 · 공감 신고 · 0 · 트래블월렛/트래블로그/트래블제로 비교해보시고 본인한테 맞는것으로 만드시면 좋습니다.
clien.net/service/board/park/18454854,clien.net,토스 캐릭터 도감 완성기... : 클리앙,토스 트래블카드,2023-12-02T00:00:00,"따뜻한 주말 보내고들 계신가요? <strong>토스</strong> 캐릭터가 처음에는 돈(포인트)주고 뽑게 돼있었는데, 얼마전부터 짧은 광고를 보고 뽑도록 바뀌었더라고요. 그리고 캐릭터 도감도 없었는데, 희귀도 별로 볼 수 있게 생겼고요.."
clien.net/service/board/park/18470512,clien.net,신한 더모아 카드 손실 1000억 이라는 군요 : 클리앙,신한 SOL트래블,2023-12-11T00:00:00,"더모아는 출시된지 3년이 되었기 때문에 서비스 축소가 가능 하지만 금감원의 승인까지 받아야 하기 때문에, 지금껏 (제가 아는 선에선) 축소된 사례는 없는 걸로 아는데 신한에서 강력 어필 하고 있나 봅니다 ㅠㅠ 실제로 ..."
clien.net/service/board/park/18524091,clien.net,너무나 잔혹해 글자마저 달라진 사건 : 클리앙,하나 트래블로그,2024-01-11T00:00:00,"한나라 고조 유방의 아내인 여태후가 유방의 후궁인 척부인을 끔찍하게 고문한 사건입니다. 유방이 죽고 여태후의 자식인 혜제가 왕위에 오르자 척부인의 사지를 자르고 눈, 귀, 혀를 못 쓰게 만들고서 화장실 겸 돼지우리에 ..."
clien.net/service/board/park/18598644,clien.net,새로나온 신한 솔 트레블카드 해외사용 복잡하네요 : 클리앙,신한 SOL트래블;하나 트래블로그,,태국에 출장와 있습니다 엄청 홍보를 많이하던 트레블카드 발급받아 왔습니다 연결된 외화통장에 잔액이 충분한데도 잔액부족 떠서 신한카드에 문의하니 은행에 문의하라 해서 겨우 원인을 찾았습니다.
clien.net/service/board/park/18649048,clien.net,"토스카드(+외화통장) 쓰시는 분들, 자동환전기능에 대하여... : 클리앙",토스 트래블카드,,"요즘 여행용 결제카드들이 많이 나왔습니다. 제각각 조금씩 혜택 정책들이 달라 좀 헷갈리기도 하는데... 그 가운데서도 (토스 외화통장에서 지원하는 통화인 경우)타이, 비엣남, 타이완 같이 비주요 통화권의 경우에는 적어도 &#x27;지금까지는&#x27; 압도적으로 토스카드(+외화통장)가 유리한 것 같습니다."
clien.net/service/board/park/18683276,clien.net,트래블월렛 신기하네요 : 클리앙,트래블월렛;하나 트래블로그,2024-04-01T00:00:00,저도 요즘엔 해외나가면 소액만 현찰로 나머지는 <strong>트래블월렛</strong> 또는 신용카드 사용합니다.
clien.net/service/board/park/18704563,clien.net,토스 외환통장 간단 사용기 : 클리앙,토스 트래블카드,,@willson님 저도 이거 갖고 있습니다.ㅋㅋㅋㅋ 이번에 환전 타이밍 노리면서 계속 비교해봤는데 토스에 비해 코딱지만큼(!) 환율이 안 좋을 때가 많았습니다. 이 카드의 장점은 라운지 무료 이용이죠.
clien.net/service/board/park/18728156,clien.net,토스 포인트 출금하려고 했더니 : 클리앙,토스 트래블카드,2024-05-18T00:00:00,<strong>출금 수수료가 10프로</strong>나 되네요. 일부러 모은 건 아니고 해외 직구 등 해외결제를 토스카드로 결제해왔더니 꽤 쌓였더라고요. 토스카드 혜택이 어느 정도 메리트가 있는지는 아직 진지하게 계산을 안 해 봐서 모르겠지만 ...
clien.net/service/board/park/18745836,clien.net,신한 더모아는 또 난리가 났군요 : 클리앙,신한 SOL트래블,2024-06-14T00:00:00,"4월부터 본격적으로 정지 시키는등 칼질 들어가고 있는데 5월 아마존, 몰테일 결제건 5700~5999원 사이 결제 금액은 묻지도 따지지도 않고 무조건 적립 제외처리한 모양입니다. 깊카 충전이 아니라 실사용이라고 직접 연락해서 소명해야 그것만 적립해준다고..."
clien.net/service/board/park/18749901,clien.net,저도 당했네요. 트립닷컴 : 클리앙,트래블월렛,2024-06-21T00:00:00,"말로만 듣긴 했는데... 너무 황당하네요. 항공권 날자 확인을 잘못해서 잽사게, 채 1분이 안지나고 취소 신청을 했는데... 바로 발권 확정되고... 약 4시간쯤 지나서 취소진행중이라며 취소 수수료로 거의 2/3 가량을 청구하네요."
clien.net/service/board/park/18763620,clien.net,헐… 원래는 솔로가 아니라 싱글이었다니 : 클리앙,신한 SOL트래블,2024-07-12T00:00:00,헐… 원래는 솔로가 아니라 싱글이었다니 처음 알았어요. 인터넷 시대 초창기인 2003년 즈음부터 사용되기 시작한 외래어이고 영미권에서 &#x27;solo&#x27;라는 단어는 이런 뜻이 없고 거기서는 싱글(single)이라 한다.
clien.net/service/board/park/18775115,clien.net,토스에서 간만에 괜찮은 카드 나왔네요. : 클리앙,토스 트래블카드,,@서울엘란님 이게 29일출시카드라 일부러 숨겨놓은건 아닐텐데 <strong>토스 들어가셔서 토스상품에서 보셔야 합니다</strong>.
clien.net/service/board/park/18942879,clien.net,토스뱅크 해외 ATM 인출 무료 조건이 변경되네요 : 클리앙,토스 트래블카드,2025-03-29T00:00:00,기존 : 2025년 4월 30일(수)까지 <strong>해외 가맹점 결제 시 : 국제브랜드수수료(1%) 및 결제 건당 US$ 0.5 면제</strong> 해외 ATM 출금 시 : 국제브랜드수수료(1%) 및 출금 건당 US$ 3 면제 변경 : 2025년 5월 1일(목)부터 해외 가맹점 결제 시 : ...
clien.net/service/board/park/18981714,clien.net,"노무현-''문프, 내 뭐 하나 줄게요.' : 클리앙",하나 트래블로그,,22년도 건데 약간 손 봐서 다시올립니다.. LINK 25년 LINK 고화질은 인스타에 올렸네요.. LINK LINK
clien.net/service/board/park/19005357,clien.net,"[단독] 토스, 카드 본인확인 서비스 6년 만에 전격 종료 : 클리앙",토스 트래블카드,,발췌 &#x27;<strong>토스</strong> 운영사&#x27; 비바리퍼블리카가 카드를 이용한본인확인 서비스를 조만간 종료하는 것으로 확인됐습니다. 토스가 지난 2019년 해당 서비스를 제공한지 6년 만입니다. 오늘(16일) 금융권에 따르면 비바리퍼블리카는 오는 ...
clien.net/service/board/park/19014016,clien.net,토스뱅크 8월부터 국내 ATM 수수료 발생.JPG : 클리앙,토스 트래블카드,,"올해 초에는 해외 ATM 수수료를 1% + 4,000원으로 올리더니, 이제 국내 ATM 수수료도 칼질 들어갔군요. 자체 ATM 인프라도 못 깔았으면서 저렇게 수수료 받으면, 주 거래은행으로 쓰지는 못하겠네요. ㅠ"
clien.net/service/board/park/19069853,clien.net,전설의 짤이 또 하나 탄생했네요 ㄷㄷㄷ : 클리앙,하나 트래블로그,2025-09-26T23:01:46,커뮤니티 커뮤니티전체 C 모두의광장 F 모두의공원 I 사진게시판 Q 아무거나질문 D 정보와자료 N 새로운소식 T 유용한사이트 P 자료실 E 강좌/사용기 L 팁과강좌 U 사용기 · 체험단사용기 W 사고팔고 J 알뜰구매 S 회원중고장터 ...
clien.net/service/board/park/19071901,clien.net,트럼프 미친짓 하나 더 추가 ㄷㄷ : 클리앙,하나 트래블로그,,해외에서 제작되는 모든 영화에 100% 관세 ㅎㄷㄷ 명분은 &quot;미국 안보에 위협&quot; 올해 5월에 이 소리를 처음 꺼냈을 때 &quot;설마? 이런 말도 안되는...&quot; 이라고 많은 이들이 생각. 그냥 넘어가나 했는데 어제자로 재차 확인 사살.
clien.net/service/board/park/19074446,clien.net,50억이 난무하는 요즘 : 클리앙,신한 SOL트래블,,요즘같이 주식이 좋을때 전세계적으로 돈이풀리고 그돈이 주식 부동산 코인 금 원재료 시장으로 들어가 자산 가치를 높일때 남들은 주식이다 부동산이다 다들 얼마를 벌었네 이전 장에 못 벌면 포모가 온다고 하고 심지어 ...
clien.net/service/board/park/19074524,clien.net,토스 복주머니 뿌려드립니다.,토스 트래블카드,,로그인하면 더 많은 서비스를 이용하실 수 있습니다.
clien.net/service/board/park/19097833,clien.net,재미있는 사이트 하나 소개합니다. : 클리앙,하나 트래블로그,2025-11-21T00:00:00,조금 전 보이스피싱 전화가 와서 예네들이 어디까지 이야기하나 .. 했더니. 아래 사이트로 알려주더군요. (우편물을 받지 못한다고 하니까 온라인으로 조회하라면서) ...... 애초 일반 전화번호 (010-7651-6728)로 왔고 목소리도 ...
clien.net/service/board/park/19117530,clien.net,쿠팡 트래블 알럭스 홍보 제대로 하네요 : 클리앙,트래블월렛,2025-12-29T00:00:00,대부분의 사람들이 저게 있는지도 몰랐던거 같은데요. 이번 기회에 전국민이 아는 서비스가 된거 같습니다. 아주 똑똑합니다 ㅎㅎㅎㅎ
clien.net/service/board/park/19129105,clien.net,트레블월렛 카드 일본 ATM 출금 실패 후기 : 클리앙,트래블월렛;하나 트래블로그,,"저는 ATM 출금이 안되는 상황이였고 상점이나 식당에서 IC칩 결제나 컨텍리스 모두 잘 되었습니다. 단, 이상하게도 셀프주유소에서 거래할 수 없는 카드라는 메세지가 뜨긴 했습니다. <strong>트래블월렛</strong> 카드가 VISA였는데 이게 문제인가 싶기도 하지만 다른 VISA 신용카드는 문제 없었네요."
